event_id,detected_at,severity,anomaly_score,trigger_conditions,affected_topics,neg_ratio,mention_velocity,evidence_post_ids
ce_c12cafae0a70,2026-03-31 01:00:00,HIGH,0.395775,"[""global_spike_z3.59"", ""per_post_spike""]",[],0.705882,4.0,"[""5055655"", ""5056032"", ""5056430""]"
ce_fb158e0b35e0,2026-03-31 08:00:00,HIGH,0.337082,"[""global_spike_z3.02"", ""per_post_spike""]",[],0.6875,4.0,"[""5055655"", ""5056522""]"
ce_4121fb681033,2026-03-31 09:00:00,HIGH,0.453078,"[""isolation_forest"", ""global_spike_z3.84"", ""per_post_spike""]",[],0.7,7.0,"[""5055655"", ""5054547""]"
ce_a28be317016e,2026-03-31 10:00:00,LOW,0.237507,"[""global_spike_z2.09"", ""per_post_spike""]",[],0.615385,5.0,"[""5054547"", ""5056505""]"
ce_7a6f9176e901,2026-04-01 05:00:00,LOW,0.231567,"[""isolation_forest"", ""per_post_spike""]",[],1.0,1.0,"[""5056671""]"
ce_29cd4bf649c3,2026-04-02 15:00:00,LOW,0.236172,"[""isolation_forest"", ""per_post_spike""]",[],1.0,2.0,"[""5056634"", ""5057408""]"
ce_68001e07b5a2,2026-04-04 02:00:00,LOW,0.208609,"[""global_spike_z2.19"", ""per_post_spike""]",[],0.571429,4.0,"[""5056424"", ""5056671""]"
ce_0a4a0f554d8f,2026-04-04 12:00:00,LOW,0.236232,"[""isolation_forest"", ""per_post_spike""]",[],1.0,1.0,"[""5056424""]"
ce_697c1703d2cd,2026-04-04 15:00:00,LOW,0.235467,"[""isolation_forest"", ""per_post_spike""]",[],1.0,1.0,"[""5056424""]"
ce_c06b23fd9119,2026-04-05 03:00:00,LOW,0.236226,"[""isolation_forest"", ""per_post_spike""]",[],1.0,1.0,"[""5057875""]"
ce_13208b82052a,2026-04-05 04:00:00,LOW,0.236226,"[""isolation_forest"", ""per_post_spike""]",[],1.0,2.0,"[""5057399"", ""5057875""]"
ce_5dfbcfcae33d,2026-04-05 05:00:00,LOW,0.235444,"[""isolation_forest"", ""per_post_spike""]",[],1.0,1.0,"[""5057875""]"
ce_f6fe69de60d3,2026-04-05 10:00:00,LOW,0.236796,"[""isolation_forest"", ""per_post_spike""]",[],1.0,1.0,"[""5057875""]"
ce_dfd6f15325e1,2026-04-07 08:00:00,LOW,0.236211,"[""isolation_forest"", ""per_post_spike""]",[],1.0,1.0,"[""5059021""]"
ce_1e668271e25c,2026-04-07 09:00:00,LOW,0.235676,"[""isolation_forest"", ""per_post_spike""]",[],1.0,1.0,"[""5059021""]"
ce_6cea872f253e,2026-04-08 03:00:00,HIGH,0.296028,"[""global_spike_z3.02"", ""per_post_spike""]",[],0.647059,3.0,"[""5058742""]"
ce_2ba9ef0e330a,2026-04-08 10:00:00,LOW,0.232868,"[""isolation_forest"", ""per_post_spike""]",[],1.0,1.0,"[""5058742""]"
ce_66990c9d9b5a,2026-04-10 08:00:00,MEDIUM,0.270571,"[""global_spike_z2.78"", ""per_post_spike""]",[],0.6,4.0,"[""5060593""]"
ce_01ba3baf8ae5,2026-04-10 09:00:00,LOW,0.199369,"[""global_spike_z2.22"", ""per_post_spike""]",[],0.615385,1.0,"[""5060593""]"
ce_b8360ab7c260,2026-04-10 13:00:00,HIGH,0.459834,"[""global_spike_z3.74"", ""per_post_spike""]",[],0.777778,5.0,"[""5060593"", ""5060802"", ""5060970""]"
ce_5e52987430f7,2026-04-11 23:00:00,LOW,0.232052,"[""isolation_forest"", ""per_post_spike""]",[],1.0,1.0,"[""5058375""]"
ce_1ab5faf35d9e,2026-04-12 07:00:00,HIGH,0.390551,"[""global_spike_z3.32"", ""per_post_spike""]",[],0.733333,4.0,"[""5058375"", ""5060373"", ""5060956""]"
ce_88bbdd98e1e8,2026-04-12 15:00:00,LOW,0.230941,"[""isolation_forest"", ""per_post_spike""]",[],1.0,1.0,"[""5058375""]"
ce_73702069f1cf,2026-04-13 03:00:00,HIGH,0.358584,"[""global_spike_z3.66"", ""per_post_spike""]",[],0.588235,5.0,"[""5060373"", ""5061320""]"
ce_7afa08f88223,2026-04-14 01:00:00,HIGH,0.550591,"[""isolation_forest"", ""global_spike_z4.68"", ""per_post_spike""]",[],0.761905,6.0,"[""5061996"", ""5060631""]"
ce_1d21dd0f05bd,2026-04-14 02:00:00,HIGH,0.430776,"[""global_spike_z2.92"", ""per_post_spike""]",[],0.933333,2.0,"[""5061996"", ""5060631""]"
ce_3b5f64e2c811,2026-04-14 03:00:00,HIGH,0.367088,"[""global_spike_z2.83"", ""per_post_spike""]",[],0.733333,5.0,"[""5061996"", ""5061842""]"
ce_22f7aebc1d19,2026-04-14 05:00:00,HIGH,0.527909,"[""isolation_forest"", ""global_spike_z4.38"", ""per_post_spike""]",[],0.772727,6.0,"[""5061996"", ""5060631""]"
ce_7cdc7acef053,2026-04-14 06:00:00,LOW,0.20305,"[""global_spike_z2.08"", ""per_post_spike""]",[],0.615385,3.0,"[""5061996"", ""5061842""]"
ce_fcfc4ed2a0f0,2026-04-14 07:00:00,HIGH,0.486789,"[""global_spike_z4.69"", ""per_post_spike""]",[],0.72,4.0,"[""5061996"", ""5060631"", ""5061707""]"
ce_62b7b780f317,2026-04-14 09:00:00,HIGH,0.292254,"[""global_spike_z2.09"", ""per_post_spike""]",[],0.714286,5.0,"[""5061996"", ""5060631"", ""5061707""]"
ce_e8ebd671ed12,2026-04-14 22:00:00,LOW,0.236911,"[""isolation_forest"", ""per_post_spike""]",[],1.0,1.0,"[""5061996""]"
ce_9486d8082d8e,2026-04-15 08:00:00,LOW,0.23751,"[""isolation_forest"", ""per_post_spike""]",[],1.0,1.0,"[""5061996""]"
ce_f789848489ae,2026-04-16 01:00:00,LOW,0.206843,"[""global_spike_z2.24"", ""per_post_spike""]",[],0.6,3.0,"[""5062887"", ""5061996""]"
ce_434b2c6df0d0,2026-04-16 21:00:00,LOW,0.242779,"[""isolation_forest"", ""per_post_spike""]",[],1.0,1.0,"[""5063154""]"
ce_e21aed3b16ea,2026-04-17 13:00:00,LOW,0.245968,"[""isolation_forest"", ""per_post_spike""]",[],1.0,2.0,"[""5063154"", ""5063633""]"
ce_ea1331aed3b8,2026-04-17 15:00:00,LOW,0.245443,"[""isolation_forest"", ""per_post_spike""]",[],1.0,1.0,"[""5063154""]"
ce_3b11ff88ab61,2026-04-18 08:00:00,LOW,0.239242,"[""isolation_forest"", ""per_post_spike""]",[],1.0,2.0,"[""5063154"", ""5063914""]"
ce_c8d08a980030,2026-04-19 08:00:00,LOW,0.237705,"[""isolation_forest"", ""per_post_spike""]",[],1.0,2.0,"[""5064246"", ""5063911""]"
ce_e4b65baf2a9d,2026-04-19 20:00:00,LOW,0.241434,"[""isolation_forest"", ""per_post_spike""]",[],1.0,2.0,"[""5064171"", ""5064246""]"
ce_c2474cf331e6,2026-04-21 12:00:00,LOW,0.239494,"[""isolation_forest"", ""per_post_spike""]",[],1.0,2.0,"[""5064880"", ""5065036""]"
ce_112e81e809c4,2026-04-22 01:00:00,HIGH,0.369809,"[""global_spike_z3.75"", ""per_post_spike""]",[],0.62963,5.0,"[""5061856"", ""5064876""]"
ce_089192fab6c5,2026-04-22 03:00:00,HIGH,0.303199,"[""global_spike_z3.00"", ""per_post_spike""]",[],0.583333,6.0,"[""5064876"", ""5061856"", ""5064880""]"
ce_e296e894a1c3,2026-04-22 05:00:00,LOW,0.224678,"[""global_spike_z2.05"", ""per_post_spike""]",[],0.578947,6.0,"[""5064876"", ""5065463""]"
ce_21458e67aa66,2026-04-22 16:00:00,LOW,0.238296,"[""isolation_forest"", ""per_post_spike""]",[],1.0,2.0,"[""5064876"", ""5065564""]"
ce_d086ca0dd7ea,2026-04-26 10:00:00,LOW,0.189123,"[""global_spike_z2.04"", ""per_post_spike""]",[],0.5625,4.0,"[""5067299""]"
ce_39afa498d20b,2026-04-26 15:00:00,LOW,0.23764,"[""isolation_forest"", ""per_post_spike""]",[],1.0,1.0,"[""5067299""]"
